time,surface_pressure (hPa),soil_moisture_0_to_7cm (m³/m³),et0_fao_evapotranspiration (mm),rain (mm),windspeed_10m (km/h),relativehumidity_2m (%),temperature_2m (°C),soil_temperature_0_to_7cm (°C),cloudcover (%),shortwave_radiation (W/m²),weathercode (wmo code),crop,stageOfGrowth,Kc,irrigation
2019-10-20,1005.02,0.29,2.27,0.0,5.05,79.79,18.43,18.26,8.21,3629.0,0,Carrot,LateSeasonStage,0.9,2
2019-10-21,1006.6,0.28,2.46,0.0,4.57,81.29,19.31,18.96,0.42,3837.0,0,Eggplant,InitialStage,0.45,1
2019-10-22,1005.58,0.28,2.46,0.0,4.62,83.42,19.58,19.03,13.79,3829.0,0,Bean,InitialStage,0.35,1
2019-10-23,1003.72,0.27,2.47,0.0,6.16,81.21,18.9,18.98,14.67,3837.0,1,Cucumber,LateSeasonStage,0.75,2
2019-10-24,1000.33,0.26,2.21,0.0,6.02,79.17,19.08,19.22,30.33,3378.0,0,Cabbage,MidSeasonStage,1.05,2
2019-10-25,1001.15,0.26,1.97,0.7,8.58,77.08,19.43,19.7,47.12,2586.0,2,Eggplant,MidSeasonStage,1.15,2
2019-10-26,1005.45,0.26,2.33,0.0,8.13,75.83,18.73,19.29,7.04,3624.0,0,Cotton,CropDevStage,0.75,2
2019-10-27,1005.02,0.25,2.28,0.0,5.18,77.04,17.94,18.07,0.0,3715.0,0,Grain,InitialStage,0.35,1
2019-10-28,1002.0,0.25,2.1,0.0,3.55,83.67,17.81,17.55,14.88,3593.0,0,Barley,LateSeasonStage,0.45,1
2019-10-29,1002.21,0.24,1.79,0.0,4.17,82.92,18.03,18.18,43.58,2975.0,1,Eggplant,InitialStage,0.45,1
2019-10-30,1003.64,0.24,1.71,1.3,4.58,86.46,16.8,17.94,54.92,2818.0,2,Barley,CropDevStage,0.75,1
2019-10-31,1002.25,0.27,1.59,2.7,3.92,86.12,17.0,18.0,71.0,2648.0,51,Lettuce,CropDevStage,0.6,0
2019-11-01,999.58,0.33,1.27,6.3,8.11,86.12,16.75,17.62,85.5,2011.0,51,Lentil,CropDevStage,0.75,0
2019-11-02,996.3,0.37,1.26,9.2,8.62,82.5,17.74,17.93,74.88,1891.0,1,Barley,InitialStage,0.35,0
2019-11-03,989.19,0.42,1.05,74.0,24.9,89.04,17.9,18.15,87.29,1412.0,51,Lentil,LateSeasonStage,0.5,0
2019-11-04,990.98,0.41,1.72,12.1,19.48,74.92,17.57,17.83,47.29,2249.0,63,Barley,LateSeasonStage,0.45,0
2019-11-05,992.51,0.41,1.55,34.1,22.97,83.42,18.91,18.66,60.88,1815.0,1,Barley,MidSeasonStage,1.15,0
2019-11-06,992.62,0.42,0.76,14.8,8.96,85.29,15.36,16.57,91.25,872.0,61,Bean,InitialStage,0.35,0
2019-11-07,993.62,0.41,1.4,0.7,3.3,81.08,14.6,15.64,41.12,2554.0,3,Carrot,LateSeasonStage,0.9,1
2019-11-08,993.56,0.42,1.1,37.0,12.25,85.67,15.05,14.74,67.75,1721.0,0,Carrot,LateSeasonStage,0.9,0
2019-11-09,994.64,0.43,1.01,26.6,8.16,86.17,13.27,14.92,77.79,2002.0,53,Cucumber,MidSeasonStage,0.9,0
2019-11-10,994.84,0.42,1.28,3.7,6.04,75.58,13.83,14.7,72.25,2291.0,2,Cabbage,CropDevStage,0.75,0
2019-11-11,995.21,0.41,1.21,5.3,10.89,77.79,15.07,15.29,75.46,1960.0,51,Carrot,LateSeasonStage,0.9,0
2019-11-12,980.63,0.43,1.07,35.9,19.0,83.83,14.29,14.83,74.54,1083.0,51,Cotton,CropDevStage,0.75,0
2019-11-13,985.71,0.42,1.06,12.3,10.37,80.54,14.15,14.71,70.38,1725.0,61,Eggplant,InitialStage,0.45,0
2019-11-14,993.27,0.42,0.79,5.8,7.26,84.17,13.83,14.37,63.79,1423.0,2,Eggplant,MidSeasonStage,1.15,0
2019-11-15,993.84,0.41,1.74,11.1,17.52,75.25,16.8,16.18,65.46,1986.0,3,Bean,MidSeasonStage,1.1,0
2019-11-16,995.36,0.42,1.34,31.5,12.79,80.79,17.02,16.88,59.21,1127.0,53,Carrot,InitialStage,0.45,0
2019-11-17,992.42,0.42,1.19,28.3,19.34,79.21,15.1,15.82,75.38,508.0,0,Grain,LateSeasonStage,0.65,0
2019-11-18,1000.38,0.4,1.27,0.4,9.88,72.0,14.23,14.63,65.75,1722.0,1,Cucumber,InitialStage,0.45,1
2019-11-19,1000.15,0.42,0.71,19.4,9.28,84.75,13.86,14.55,95.42,922.0,51,Cabbage,InitialStage,0.45,0
2019-11-20,998.87,0.42,0.94,6.9,3.97,89.46,12.26,13.88,62.5,1942.0,51,Bean,InitialStage,0.35,0
2019-11-21,999.38,0.43,0.83,13.8,5.41,88.75,12.06,13.38,87.29,1605.0,3,Eggplant,CropDevStage,0.75,0
2019-11-22,999.25,0.42,0.64,14.5,7.54,92.42,12.92,13.85,91.08,1155.0,61,Eggplant,InitialStage,0.45,0
2019-11-23,995.4,0.4,1.63,1.0,14.89,78.96,15.16,15.02,57.62,2139.0,2,Bean,LateSeasonStage,0.9,1
2019-11-24,988.01,0.43,0.45,52.1,11.55,88.0,13.96,14.5,95.42,203.0,53,Lettuce,InitialStage,0.45,0
2019-11-25,988.7,0.42,0.5,5.9,6.67,88.38,13.19,13.79,71.54,635.0,51,Lentil,CropDevStage,0.75,0
2019-11-26,994.56,0.4,1.24,0.0,5.1,89.25,13.43,13.96,25.71,2444.0,0,Lettuce,CropDevStage,0.6,1
2019-11-27,996.17,0.4,1.18,4.9,11.43,84.71,14.86,14.56,74.12,1835.0,1,Lettuce,CropDevStage,0.6,0
2019-11-28,994.76,0.41,1.17,5.7,12.65,82.33,15.26,15.43,68.79,1931.0,53,Grain,LateSeasonStage,0.65,0
2019-11-29,998.28,0.4,1.07,2.5,12.72,79.79,15.2,15.25,57.71,1475.0,51,Lettuce,LateSeasonStage,0.9,1
2019-11-30,1001.79,0.39,1.14,0.2,6.12,83.83,13.5,14.61,19.46,2132.0,51,Grain,LateSeasonStage,0.65,1
2019-12-01,1005.42,0.38,1.1,0.0,7.89,81.12,12.97,13.55,51.33,2009.0,0,Cucumber,LateSeasonStage,0.75,1
2019-12-02,1002.27,0.38,1.01,3.3,10.12,80.42,15.33,15.03,76.62,1572.0,3,Cucumber,InitialStage,0.45,0
2019-12-03,1002.26,0.4,1.28,4.2,13.88,78.42,13.42,14.52,61.0,1325.0,51,Cabbage,CropDevStage,0.75,0
2019-12-04,1003.58,0.38,2.14,0.0,22.19,60.33,9.64,11.91,12.29,2458.0,0,Lettuce,LateSeasonStage,0.9,2
2019-12-05,1006.62,0.37,1.31,0.0,12.71,71.79,10.81,11.97,39.67,2023.0,1,Lentil,CropDevStage,0.75,1
2019-12-06,1007.53,0.37,0.81,0.4,4.6,85.38,12.35,12.55,57.12,1594.0,1,Grain,InitialStage,0.35,1
2019-12-07,1005.9,0.38,0.89,1.2,4.71,90.79,12.6,12.85,60.21,1740.0,51,Cotton,CropDevStage,0.75,1
2019-12-08,1005.57,0.38,0.83,0.1,4.1,88.75,12.92,12.58,57.42,1587.0,1,Cabbage,InitialStage,0.45,1
2019-12-09,997.17,0.4,0.82,8.3,6.44,89.46,12.41,12.8,77.75,1616.0,51,Bean,InitialStage,0.35,0
2019-12-10,993.65,0.4,1.55,0.8,14.2,73.21,11.42,12.45,45.79,1983.0,1,Barley,InitialStage,0.35,1
2019-12-11,995.73,0.38,1.41,0.0,10.33,62.96,9.58,10.85,15.08,1902.0,0,Grain,InitialStage,0.35,1
2019-12-12,989.96,0.39,0.53,3.5,5.69,83.58,9.5,10.38,70.83,1056.0,1,Bean,CropDevStage,0.7,0
2019-12-13,980.48,0.41,0.7,22.9,18.55,86.79,10.41,10.7,77.5,741.0,0,Cabbage,MidSeasonStage,1.05,0
2019-12-14,987.84,0.4,1.52,0.0,10.34,65.79,10.84,11.11,6.46,2325.0,1,Lentil,MidSeasonStage,1.1,2
2019-12-15,1003.32,0.39,0.88,0.0,6.05,88.08,12.0,11.24,49.92,1594.0,0,Barley,InitialStage,0.35,1
2019-12-16,1007.06,0.39,0.91,0.3,5.69,86.96,13.31,12.85,35.25,1682.0,51,Lentil,CropDevStage,0.75,1
2019-12-17,1006.12,0.38,1.1,0.0,8.58,80.92,13.82,13.31,23.54,1988.0,0,Carrot,CropDevStage,0.75,1
2019-12-18,1006.24,0.37,1.04,0.0,9.53,77.29,14.75,14.38,69.21,1629.0,3,Carrot,CropDevStage,0.75,1
2019-12-19,1004.1,0.41,0.5,27.6,9.9,88.88,12.73,13.38,91.12,709.0,3,Bean,LateSeasonStage,0.9,0
2019-12-20,1000.62,0.41,1.01,1.6,10.85,84.25,13.47,13.61,56.25,1500.0,51,Lentil,CropDevStage,0.75,1
2019-12-21,990.82,0.42,0.76,43.3,26.18,88.75,15.07,14.39,78.75,288.0,51,Cotton,MidSeasonStage,1.15,0
2019-12-22,981.84,0.42,1.61,24.9,32.28,77.29,14.56,14.6,61.92,1585.0,53,Cotton,MidSeasonStage,1.15,0
2019-12-23,988.9,0.41,1.37,3.1,16.08,73.5,12.63,13.42,33.92,1988.0,1,Lettuce,MidSeasonStage,1.0,0
2019-12-24,1000.52,0.39,1.23,0.0,6.66,75.58,11.37,12.2,1.29,2303.0,0,Lettuce,InitialStage,0.45,1
2019-12-25,1000.12,0.37,1.06,0.0,3.52,80.0,10.57,10.55,7.25,2263.0,0,Bean,MidSeasonStage,1.1,1
2019-12-26,1004.82,0.37,1.4,0.0,9.67,70.54,9.6,9.53,7.33,2255.0,0,Lentil,MidSeasonStage,1.1,2
2019-12-27,1006.22,0.36,1.03,0.0,5.15,77.5,8.84,9.45,5.5,2236.0,0,Carrot,MidSeasonStage,1.05,1
2019-12-28,1009.63,0.35,1.66,0.0,16.06,63.58,6.88,8.22,8.46,2201.0,0,Carrot,InitialStage,0.45,1
2019-12-29,1011.76,0.35,1.5,0.0,12.04,58.62,6.18,7.85,11.83,2143.0,0,Cotton,MidSeasonStage,1.15,2
2019-12-30,1012.75,0.34,1.61,0.0,16.43,60.46,6.23,7.67,18.25,1991.0,0,Cabbage,InitialStage,0.45,1
2019-12-31,1014.12,0.34,1.11,0.0,6.9,68.33,6.75,7.3,2.04,2372.0,0,Lettuce,CropDevStage,0.6,1
2020-01-01,1013.08,0.34,1.2,0.0,6.54,76.04,7.33,7.2,9.62,2353.0,2,Lentil,MidSeasonStage,1.1,1
2020-01-02,1014.27,0.33,1.12,0.0,7.01,82.83,7.6,7.49,4.75,2350.0,0,Bean,CropDevStage,0.7,1
2020-01-03,1012.44,0.33,1.1,0.0,3.86,82.46,8.69,7.38,1.29,2377.0,0,Lettuce,MidSeasonStage,1.0,1
2020-01-04,1008.32,0.33,0.68,0.0,3.87,89.17,9.33,7.9,61.29,1428.0,0,Bean,MidSeasonStage,1.1,1
2020-01-05,1008.7,0.33,1.85,0.0,11.35,64.0,7.95,8.12,13.38,2343.0,0,Grain,LateSeasonStage,0.65,1
2020-01-06,1011.05,0.32,1.62,0.0,9.69,48.96,6.49,7.41,6.42,2168.0,0,Eggplant,InitialStage,0.45,1
2020-01-07,1009.85,0.32,1.11,0.0,5.74,70.75,6.42,6.82,15.0,2428.0,0,Lettuce,CropDevStage,0.6,1
2020-01-08,1011.94,0.32,1.32,0.0,9.88,72.79,8.82,8.38,15.88,2372.0,3,Eggplant,CropDevStage,0.75,1
2020-01-09,1013.0,0.32,1.1,0.0,4.54,81.46,8.14,7.81,11.92,2468.0,0,Bean,LateSeasonStage,0.9,1
2020-01-10,1010.32,0.32,1.05,0.0,3.38,86.46,8.53,7.17,5.25,2428.0,0,Cotton,LateSeasonStage,0.75,1
2020-01-11,1009.32,0.32,1.28,0.0,7.7,75.88,8.24,7.63,5.29,2524.0,0,Cabbage,InitialStage,0.45,1
2020-01-12,1009.85,0.31,1.32,0.0,9.09,74.62,9.35,9.29,20.96,2425.0,0,Eggplant,InitialStage,0.45,1
2020-01-13,1010.02,0.31,1.14,0.0,5.99,74.08,9.01,8.75,2.04,2501.0,0,Bean,InitialStage,0.35,1
2020-01-14,1010.92,0.31,1.11,0.0,4.56,83.38,8.75,7.66,7.75,2407.0,0,Cabbage,MidSeasonStage,1.05,1
2020-01-15,1013.25,0.31,1.27,0.0,5.48,81.29,8.04,7.72,1.25,2598.0,0,Lentil,CropDevStage,0.75,1
2020-01-16,1013.16,0.31,1.24,0.0,5.5,83.08,8.2,7.61,0.25,2631.0,0,Cucumber,MidSeasonStage,0.9,1
2020-01-17,1010.89,0.3,1.17,0.0,4.31,83.83,8.51,7.54,11.67,2618.0,0,Carrot,CropDevStage,0.75,1
2020-01-18,1006.9,0.34,0.75,6.2,4.43,91.21,9.39,8.05,69.29,1649.0,0,Cabbage,LateSeasonStage,0.9,0
2020-01-19,1007.62,0.36,1.36,0.0,11.02,79.58,8.93,9.22,61.54,2190.0,2,Grain,CropDevStage,0.75,1
2020-01-20,1017.81,0.34,1.92,0.3,22.24,65.42,9.22,9.6,52.42,1911.0,1,Bean,CropDevStage,0.7,1
2020-01-21,1021.68,0.33,1.58,0.0,14.24,72.21,9.19,9.73,19.88,2616.0,1,Barley,MidSeasonStage,1.15,2
2020-01-22,1017.73,0.32,1.25,0.0,5.44,81.58,9.11,9.45,21.0,2702.0,1,Lettuce,MidSeasonStage,1.0,1
2020-01-23,1013.18,0.32,1.28,0.0,4.35,87.96,8.53,8.58,28.58,2753.0,0,Bean,LateSeasonStage,0.9,1
2020-01-24,1011.68,0.32,1.15,0.0,6.61,85.25,9.56,9.15,35.92,2327.0,1,Cucumber,CropDevStage,0.7,1
2020-01-25,1008.95,0.33,0.57,3.7,8.12,87.83,11.45,10.8,85.58,858.0,2,Lettuce,InitialStage,0.45,0
2020-01-26,1004.64,0.35,0.83,3.6,4.56,93.58,9.4,10.31,85.83,1683.0,3,Lentil,MidSeasonStage,1.1,0
2020-01-27,1005.32,0.35,1.08,0.0,5.18,91.04,9.0,10.0,63.83,2379.0,3,Grain,LateSeasonStage,0.65,1
2020-01-28,1002.08,0.35,1.15,2.5,15.04,84.88,11.65,10.9,88.21,1946.0,2,Carrot,InitialStage,0.45,0
2020-01-29,999.06,0.36,1.34,2.1,16.13,80.08,12.09,11.8,55.21,2227.0,51,Cotton,InitialStage,0.45,1
2020-01-30,1005.65,0.35,1.4,0.0,4.68,87.71,10.05,10.27,41.58,2899.0,1,Bean,CropDevStage,0.7,1
2020-01-31,1007.21,0.34,1.0,0.0,4.79,86.17,11.0,10.59,65.33,1872.0,3,Cabbage,InitialStage,0.45,1
2020-02-01,1006.42,0.33,0.84,0.0,6.32,89.04,11.03,11.13,60.83,1459.0,0,Carrot,MidSeasonStage,1.05,1
2020-02-02,1007.01,0.33,1.04,0.2,6.18,90.71,12.3,11.86,71.71,1955.0,51,Grain,LateSeasonStage,0.65,1
2020-02-03,1004.98,0.34,0.87,0.8,6.69,91.75,13.02,12.9,89.46,1514.0,3,Cabbage,LateSeasonStage,0.9,1
2020-02-04,994.38,0.34,1.27,7.5,13.32,84.12,12.96,13.18,59.5,2067.0,2,Cotton,InitialStage,0.45,0
2020-02-05,995.78,0.35,2.51,0.0,18.2,48.96,8.23,10.12,30.25,2804.0,2,Lentil,MidSeasonStage,1.1,2
2020-02-06,1006.78,0.33,2.78,0.0,18.31,42.96,6.74,8.43,0.79,3382.0,0,Cucumber,CropDevStage,0.7,2
2020-02-07,1011.29,0.32,1.8,0.0,5.71,63.08,6.98,7.66,0.08,3424.0,0,Bean,LateSeasonStage,0.9,2
2020-02-08,1013.03,0.32,1.73,0.0,4.11,67.46,9.05,7.52,0.08,3478.0,0,Bean,CropDevStage,0.7,1
2020-02-09,1016.58,0.31,1.53,0.0,5.15,80.08,9.27,8.41,31.42,3042.0,0,Bean,CropDevStage,0.7,1
2020-02-10,1010.58,0.34,1.1,3.6,13.47,86.29,12.28,11.53,92.29,2121.0,51,Eggplant,MidSeasonStage,1.15,0
2020-02-11,1001.83,0.34,1.47,0.6,15.78,82.88,13.81,13.3,64.67,2564.0,2,Cabbage,LateSeasonStage,0.9,1
2020-02-12,1003.09,0.33,1.59,0.0,6.87,87.08,12.55,12.65,41.92,3119.0,2,Carrot,LateSeasonStage,0.9,1
2020-02-13,1007.2,0.32,1.3,0.0,8.41,86.33,10.8,11.21,63.12,2338.0,0,Cabbage,MidSeasonStage,1.05,1
2020-02-14,1002.68,0.36,1.0,5.8,7.96,87.54,11.25,11.1,49.62,1931.0,2,Barley,LateSeasonStage,0.45,0
2020-02-15,1010.02,0.35,1.97,0.0,6.85,71.46,10.37,10.29,0.0,3761.0,0,Grain,LateSeasonStage,0.65,1
2020-02-16,1013.81,0.34,1.95,0.0,5.07,75.46,9.52,9.57,0.04,3790.0,0,Carrot,LateSeasonStage,0.9,2
2020-02-17,1012.75,0.33,1.58,0.0,5.14,86.54,10.48,9.92,43.25,3236.0,0,Eggplant,InitialStage,0.45,1
2020-02-18,1009.08,0.32,1.45,0.0,5.1,82.12,11.21,11.04,71.62,2817.0,2,Cabbage,InitialStage,0.45,1
2020-02-19,1005.06,0.32,1.32,0.9,7.6,84.38,11.47,11.74,54.25,2565.0,3,Barley,LateSeasonStage,0.45,1
2020-02-20,1006.55,0.32,1.96,0.0,7.16,72.33,9.17,10.31,0.21,3938.0,0,Cucumber,MidSeasonStage,0.9,2
2020-02-21,1009.06,0.31,1.99,0.0,5.37,73.83,9.17,9.62,8.17,3973.0,0,Cotton,MidSeasonStage,1.15,2
2020-02-22,1014.28,0.31,2.21,0.0,8.43,67.58,9.99,9.7,9.42,3940.0,0,Barley,MidSeasonStage,1.15,2
2020-02-23,1014.02,0.3,1.63,0.0,7.48,83.79,11.0,10.65,61.88,3355.0,1,Carrot,MidSeasonStage,1.05,2
2020-02-24,1007.68,0.3,1.41,0.0,5.82,81.42,12.08,12.25,60.88,2666.0,2,Barley,CropDevStage,0.75,1
2020-02-25,1001.05,0.3,1.65,0.0,7.5,83.62,11.86,12.08,70.62,3226.0,2,Lettuce,MidSeasonStage,1.0,2
2020-02-26,991.35,0.3,2.21,1.8,22.6,74.5,12.15,12.6,42.04,3450.0,1,Barley,LateSeasonStage,0.45,1
2020-02-27,997.1,0.3,3.25,1.3,17.13,46.62,10.59,11.73,30.67,4473.0,1,Eggplant,LateSeasonStage,0.8,2
2020-02-28,998.66,0.32,2.65,3.7,12.2,63.92,12.62,12.89,40.75,3842.0,51,Carrot,InitialStage,0.45,0
2020-02-29,1004.26,0.31,2.24,0.0,7.54,68.92,10.35,11.48,25.17,4228.0,0,Carrot,InitialStage,0.45,1
2020-03-01,997.7,0.31,1.61,9.0,16.7,84.42,12.97,13.01,73.96,2995.0,2,Bean,CropDevStage,0.7,0
2020-03-02,993.7,0.36,1.9,8.2,19.16,83.29,13.56,13.74,61.96,3444.0,1,Eggplant,LateSeasonStage,0.8,0
2020-03-03,989.92,0.38,2.21,12.9,18.45,67.71,11.7,12.83,52.5,3838.0,61,Carrot,LateSeasonStage,0.9,0
2020-03-04,993.28,0.36,2.11,0.9,5.64,75.17,10.32,12.0,43.21,4192.0,2,Carrot,InitialStage,0.45,1
2020-03-05,996.31,0.34,2.21,0.0,7.31,74.17,10.27,11.66,44.17,4327.0,1,Barley,InitialStage,0.35,1
2020-03-06,989.84,0.39,2.03,14.0,17.86,76.46,12.26,12.77,58.58,3575.0,3,Eggplant,LateSeasonStage,0.8,0
2020-03-07,993.58,0.38,1.73,2.5,5.8,77.88,10.22,11.6,84.62,3410.0,51,Lentil,InitialStage,0.45,1
2020-03-08,1000.83,0.37,2.26,0.2,7.76,71.67,9.96,11.2,35.58,4323.0,3,Carrot,InitialStage,0.45,1
2020-03-09,998.43,0.35,2.01,0.0,5.93,70.08,9.41,10.75,77.79,3815.0,0,Eggplant,MidSeasonStage,1.15,2
2020-03-10,1000.42,0.34,2.5,0.0,8.1,70.12,10.7,11.6,23.0,4743.0,3,Lentil,CropDevStage,0.75,2
2020-03-11,1005.75,0.33,2.53,0.0,4.69,83.42,11.49,11.88,4.29,4932.0,0,Eggplant,InitialStage,0.45,1
2020-03-12,1007.67,0.33,2.22,0.0,5.59,85.46,12.16,12.26,42.92,4423.0,0,Barley,MidSeasonStage,1.15,2
2020-03-13,1002.66,0.32,1.82,0.0,3.58,82.42,12.04,12.5,85.71,3485.0,3,Bean,MidSeasonStage,1.1,2
2020-03-14,1000.02,0.32,1.9,0.0,4.35,86.21,11.78,12.79,70.67,3529.0,3,Cotton,LateSeasonStage,0.75,1
2020-03-15,1003.11,0.31,2.75,0.0,11.2,66.08,12.02,12.8,40.96,4100.0,2,Lentil,InitialStage,0.45,1
2020-03-16,1009.05,0.3,2.99,0.0,9.26,65.58,11.38,12.42,0.29,5453.0,0,Barley,LateSeasonStage,0.45,1
2020-03-17,1013.42,0.29,2.91,0.0,6.62,77.67,11.92,12.98,10.0,5425.0,0,Lettuce,InitialStage,0.45,1
2020-03-18,1010.05,0.29,3.02,0.0,5.15,74.29,11.93,13.05,6.58,5560.0,1,Barley,InitialStage,0.35,1
2020-03-19,1008.85,0.28,3.1,0.0,5.74,77.0,12.08,13.0,0.04,5563.0,0,Bean,MidSeasonStage,1.1,3
2020-03-20,1007.11,0.27,2.93,0.0,4.67,80.83,12.66,12.8,3.38,5554.0,0,Carrot,LateSeasonStage,0.9,2
2020-03-21,1000.29,0.27,2.59,0.0,4.86,79.12,11.9,12.27,22.5,4775.0,0,Carrot,LateSeasonStage,0.9,2
2020-03-22,998.38,0.27,2.09,0.1,6.04,75.5,12.48,12.95,56.5,3314.0,1,Cucumber,InitialStage,0.45,1
2020-03-23,1002.95,0.26,3.33,0.0,19.51,48.67,7.9,11.06,38.83,5008.0,1,Bean,MidSeasonStage,1.1,3
2020-03-24,1003.37,0.26,2.53,0.0,9.04,45.04,5.77,9.29,31.79,5134.0,2,Bean,InitialStage,0.35,1
2020-03-25,996.4,0.3,1.11,14.9,20.02,74.83,4.52,6.9,66.62,2043.0,0,Lentil,InitialStage,0.45,0
2020-03-26,986.28,0.41,1.23,19.1,20.01,83.38,9.66,9.32,98.0,2338.0,53,Bean,CropDevStage,0.7,0
2020-03-27,993.71,0.4,1.65,11.2,8.14,83.88,10.44,10.81,75.75,3334.0,51,Carrot,MidSeasonStage,1.05,0
2020-03-28,998.05,0.38,2.6,0.1,6.98,78.92,10.64,11.58,28.58,4993.0,2,Cucumber,InitialStage,0.45,1
2020-03-29,998.29,0.36,2.66,0.2,4.23,82.29,11.59,11.86,24.67,5152.0,1,Cucumber,MidSeasonStage,0.9,2
2020-03-30,996.95,0.35,2.64,0.1,5.8,84.17,11.99,12.52,44.79,4975.0,0,Lettuce,LateSeasonStage,0.9,2
2020-03-31,999.6,0.36,2.68,10.7,6.79,84.0,11.1,12.87,60.42,4996.0,0,Barley,LateSeasonStage,0.45,0
2020-04-01,1000.22,0.38,3.2,0.4,13.68,50.04,7.58,10.48,38.67,6162.0,51,Lettuce,CropDevStage,0.6,2
2020-04-02,998.9,0.35,3.32,0.0,5.99,56.58,8.48,10.73,12.96,6439.0,1,Barley,InitialStage,0.35,1
2020-04-03,996.51,0.34,3.27,0.0,9.28,65.92,10.67,11.8,19.54,5703.0,1,Lettuce,MidSeasonStage,1.0,3
2020-04-04,999.45,0.32,3.73,0.0,10.52,60.62,11.32,12.43,1.12,6394.0,0,Lettuce,MidSeasonStage,1.0,3
2020-04-05,1002.11,0.31,3.22,0.0,10.34,62.0,12.76,13.02,39.71,5087.0,0,Bean,InitialStage,0.35,1
2020-04-06,1007.33,0.3,3.32,0.0,8.71,62.12,14.1,14.41,25.71,5146.0,0,Carrot,InitialStage,0.45,1
2020-04-07,1010.24,0.29,3.96,0.0,7.55,61.29,14.03,14.92,0.04,6580.0,0,Cabbage,CropDevStage,0.75,2
2020-04-08,1008.81,0.28,3.78,0.0,5.85,67.92,13.29,14.52,4.12,6596.0,0,Lentil,CropDevStage,0.75,2
2020-04-09,1006.67,0.28,3.73,0.0,4.94,79.0,12.92,14.15,5.62,6708.0,0,Lettuce,CropDevStage,0.6,2
2020-04-10,1006.73,0.27,3.62,0.0,4.49,84.58,13.57,14.1,10.79,6602.0,0,Eggplant,LateSeasonStage,0.8,2
2020-04-11,1006.66,0.26,3.59,0.0,4.19,87.21,13.76,14.5,7.12,6452.0,0,Cotton,CropDevStage,0.75,2
2020-04-12,1006.22,0.26,3.55,0.0,4.92,85.42,13.57,14.81,10.21,6511.0,0,Eggplant,MidSeasonStage,1.15,3
2020-04-13,1002.79,0.25,3.61,0.2,6.36,80.29,13.83,14.97,34.71,6500.0,1,Carrot,MidSeasonStage,1.05,3
2020-04-14,996.5,0.25,3.1,2.2,9.63,70.54,14.43,15.55,41.62,5244.0,1,Cucumber,InitialStage,0.45,1
2020-04-15,1005.0,0.25,4.19,0.0,14.1,50.67,12.07,14.33,0.67,7138.0,0,Carrot,InitialStage,0.45,2
2020-04-16,1007.74,0.24,3.89,0.0,6.82,64.75,12.13,13.79,9.12,7214.0,0,Barley,MidSeasonStage,1.15,3
2020-04-17,1004.96,0.23,3.75,0.0,5.23,77.46,13.2,14.4,3.17,6965.0,0,Cucumber,MidSeasonStage,0.9,3
2020-04-18,1003.42,0.23,3.09,0.4,4.74,86.21,14.38,15.66,55.58,5652.0,0,Barley,LateSeasonStage,0.45,1
2020-04-19,999.54,0.23,3.27,0.0,5.1,79.92,15.78,17.07,69.38,5454.0,2,Barley,CropDevStage,0.75,2
2020-04-20,993.62,0.31,1.0,24.7,9.16,87.62,15.65,15.78,91.67,1392.0,3,Grain,MidSeasonStage,1.1,0
2020-04-21,991.45,0.38,2.63,3.6,9.78,82.92,15.57,16.51,57.67,4644.0,61,Eggplant,LateSeasonStage,0.8,0
2020-04-22,996.34,0.41,1.1,23.3,7.79,89.96,14.41,15.15,92.54,1791.0,2,Lentil,InitialStage,0.45,0
2020-04-23,1000.3,0.41,2.9,4.9,12.57,73.04,14.71,15.42,47.29,4929.0,53,Bean,MidSeasonStage,1.1,0
2020-04-24,1000.5,0.38,3.75,0.0,7.65,82.0,13.8,15.61,5.67,6752.0,0,Bean,MidSeasonStage,1.1,3
2020-04-25,998.43,0.36,3.37,0.0,6.4,86.08,14.53,15.92,37.42,6446.0,0,Barley,MidSeasonStage,1.15,3
2020-04-26,996.71,0.35,2.88,0.3,5.41,81.0,13.56,15.28,45.83,5242.0,2,Lettuce,LateSeasonStage,0.9,2
2020-04-27,999.68,0.34,3.5,0.0,5.05,81.83,14.8,15.81,36.75,6292.0,2,Cucumber,InitialStage,0.45,2
2020-04-28,1000.29,0.35,2.05,11.7,9.33,90.0,15.14,15.93,91.29,3813.0,3,Cucumber,LateSeasonStage,0.75,0
2020-04-29,998.19,0.38,2.95,2.9,11.6,83.96,15.89,16.91,52.29,5686.0,51,Barley,CropDevStage,0.75,1
2020-04-30,999.44,0.36,3.37,0.0,7.66,80.0,15.43,17.09,42.79,6213.0,0,Grain,LateSeasonStage,0.65,2
2020-05-01,999.08,0.36,2.49,2.5,10.65,86.71,15.98,17.02,73.08,4574.0,2,Barley,CropDevStage,0.75,1
2020-05-02,995.79,0.35,2.85,1.5,9.99,86.96,16.76,17.51,61.38,5405.0,3,Grain,InitialStage,0.35,1
2020-05-03,997.35,0.34,3.46,1.6,6.31,81.08,16.75,17.62,50.67,5693.0,1,Lettuce,LateSeasonStage,0.9,2
2020-05-04,1003.05,0.32,4.72,0.0,7.93,60.29,15.96,17.38,13.75,7523.0,2,Eggplant,CropDevStage,0.75,3
2020-05-05,1003.08,0.31,4.11,0.0,4.9,69.58,16.33,16.84,17.12,7138.0,0,Carrot,LateSeasonStage,0.9,3
